rating_id,user_id,place_id,rating_place,rating_food,rating_service,user_personal_traits,user_personality,user_preferences,user_other_demographics,user_fav_cuisines,user_fav_payment_method
255,1134,135059,2,1,0,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
256,1134,135065,2,2,2,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
257,1134,135046,2,1,1,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
258,1134,135085,2,1,2,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
259,1134,135079,1,1,2,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
260,1134,135055,2,2,2,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
261,1134,132754,2,1,1,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
262,1134,132572,0,0,0,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
263,1134,135075,2,1,1,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
264,1134,135080,1,1,1,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
265,1134,135064,2,2,2,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
266,1134,135074,2,2,2,"{birth_year: 1991, weight: 52, height: 1.65, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'no preference', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
267,1106,135041,1,1,1,"{birth_year: 1930, weight: 65, height: 1.71, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'professional'}",{'Barbecue'},"{'bank_debit_cards', 'cash'}"
268,1126,135069,0,0,0,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
269,1106,135032,0,0,0,"{birth_year: 1930, weight: 65, height: 1.71, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'professional'}",{'Barbecue'},"{'bank_debit_cards', 'cash'}"
270,1126,135057,2,2,2,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
271,1126,132830,0,0,0,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
272,1106,135028,2,1,0,"{birth_year: 1930, weight: 65, height: 1.71, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'car owner'}","{religion: 'Catholic', employment: 'professional'}",{'Barbecue'},"{'bank_debit_cards', 'cash'}"
273,1126,135040,0,0,0,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
274,1126,135106,2,2,2,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
275,1126,135052,2,1,1,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
276,1126,135041,2,1,1,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
277,1126,135038,1,0,1,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
278,1126,135054,1,2,1,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
279,1126,135108,2,2,1,"{birth_year: 1990, weight: 65, height: 1.63, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
280,1044,134986,2,2,2,"{birth_year: 1969, weight: 85, height: 1.73, marital_status: 'married'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'orange', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'professional'}",{'Mexican'},"{'VISA', 'bank_debit_cards', 'cash', 'MasterCard-Eurocard'}"
281,1124,135054,1,1,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
282,1044,132768,2,2,2,"{birth_year: 1969, weight: 85, height: 1.73, marital_status: 'married'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'orange', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'professional'}",{'Mexican'},"{'VISA', 'bank_debit_cards', 'cash', 'MasterCard-Eurocard'}"
283,1124,135108,1,1,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
284,1124,135032,1,1,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
285,1124,135071,1,0,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
286,1124,135070,1,1,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
287,1124,135069,1,1,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
288,1124,135081,1,1,0,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
289,1124,135057,1,1,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
290,1124,135039,1,1,1,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
291,1124,135050,0,1,0,"{birth_year: 1991, weight: 51, height: 1.2, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
292,1018,135043,0,0,0,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
293,1125,135043,1,1,2,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
294,1125,135081,0,0,2,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
295,1125,135076,1,1,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
296,1018,135082,2,2,2,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
297,1125,135050,2,1,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
298,1125,135066,1,0,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
299,1125,135032,1,2,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
300,1119,134986,2,2,2,"{birth_year: 1992, weight: 68, height: 1.68, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
301,1119,135021,0,0,0,"{birth_year: 1992, weight: 68, height: 1.68, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
302,1119,135001,2,2,2,"{birth_year: 1992, weight: 68, height: 1.68, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
303,1125,135042,1,1,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
304,1119,132583,2,2,2,"{birth_year: 1992, weight: 68, height: 1.68, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
305,1125,135063,1,2,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
306,1119,132768,2,2,2,"{birth_year: 1992, weight: 68, height: 1.68, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
307,1125,135060,1,0,2,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
308,1125,135038,2,2,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
309,1125,135062,1,2,1,"{birth_year: 1990, weight: 57, height: 1.67, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
310,1018,135081,1,1,1,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
311,1018,135057,1,1,0,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
312,1018,135066,1,1,1,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
313,1018,135032,1,1,1,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
314,1018,135062,0,0,1,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
315,1018,135025,1,1,1,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
316,1018,135069,0,1,1,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
317,1018,135108,1,0,1,"{birth_year: 1989, weight: 65, height: 1.83, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'low', smoker: TRUE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
318,1076,135039,2,2,1,"{birth_year: 1987, weight: 65, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'elegant', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'VISA', 'cash', 'bank_debit_cards'}"
319,1076,135038,1,2,2,"{birth_year: 1987, weight: 65, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'elegant', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'VISA', 'cash', 'bank_debit_cards'}"
320,1076,135027,0,1,1,"{birth_year: 1987, weight: 65, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'elegant', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'VISA', 'cash', 'bank_debit_cards'}"
321,1076,135042,2,2,2,"{birth_year: 1987, weight: 65, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'elegant', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'VISA', 'cash', 'bank_debit_cards'}"
322,1022,135040,0,0,0,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
323,1076,135073,2,1,1,"{birth_year: 1987, weight: 65, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'elegant', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'VISA', 'cash', 'bank_debit_cards'}"
324,1022,135033,1,1,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
325,1022,135025,0,0,0,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
326,1022,135032,1,1,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
327,1022,135057,2,2,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
328,1022,135060,1,1,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
329,1022,135052,2,2,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
330,1022,135038,2,1,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
