rating_id,user_id,place_id,rating_place,rating_food,rating_service,place_name,place_address,place_features,parking_arrangements,accepted_payment_modes,cuisines
273,1126,135040,0,0,0,Restaurant los Compadres,"{street: 'Camino a Simon Diaz 155 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
274,1126,135106,2,2,2,El RincÛn de San Francisco,"{street: 'Universidad 169', city: 'San Luis Potosi', state: 'San Luis Potosi', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'only at bar', dress_code: 'informal', accessibility: 'partially', price: 'medium', franchise: 'f', area: 'open', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Mexican'}
275,1126,135052,2,1,1,La Cantina Restaurante,"{street: 'Ignacio Aldama 300 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Bar', ' Bar_Pub_Brewery'}"
276,1126,135041,2,1,1,Luna Cafe,"{street: 'Francisco I. Madero 215', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},"{'Bar', ' Cafeteria'}"
277,1126,135038,1,0,1,Restaurant la Chalita,"{street: 'Guajardo Sn San Luis Potosi Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
278,1126,135054,1,2,1,Restaurante y Pescaderia Tampico,"{street: 'Ricardo B. Anaya 2700 Estrella de Oriente', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Seafood'}
279,1126,135108,2,2,1,Potzocalli,"{street: 'Carretera Central Sn', city: 'San Luis Potosi', state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
280,1044,134986,2,2,2,Restaurant Las Mananitas,"{street: 'Ricardo Linares 107', city: 'Cuernavaca', state: 'Morelos', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'formal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'any'},{'International'}
281,1124,135054,1,1,1,Restaurante y Pescaderia Tampico,"{street: 'Ricardo B. Anaya 2700 Estrella de Oriente', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Seafood'}
282,1044,132768,2,2,2,Mariscos Tia Licha,"{street: 'avenida salvador montiel', city: 'cuernavaca', state: 'morelos', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'casual', accessibility: 'partially', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",none,"{'cash', ' bank_debit_cards'}",{'Family'}
283,1124,135108,1,1,1,Potzocalli,"{street: 'Carretera Central Sn', city: 'San Luis Potosi', state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
284,1124,135032,1,1,1,Cafeteria y Restaurant El Pacifico,"{street: 'Constitucion 200 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Cafeteria', ' Contemporary'}"
285,1124,135071,1,0,1,Restaurante la Cantina,"{street: 'De La Estrella 2005 Estrella de Oriente', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}","{'Bar', ' Bar_Pub_Brewery'}"
286,1124,135070,1,1,1,Restaurante 75,"{street: 'Villa de Pozos 4497 Villa de Pozos', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{}
287,1124,135069,1,1,1,Abondance Restaurante Bar,"{street: 'Industrias 908 Valle Dorado', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Bar'}
288,1124,135081,1,1,0,El Club,"{street: 'Mexico 810 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
289,1124,135057,1,1,1,El Herradero Restaurante and Bar,"{street: 'Costado Sur Central Camionera Km 2', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Bar'}
290,1124,135039,1,1,1,Restaurant de Mariscos de Picon,"{street: 'Miguel Barragan 46 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Seafood'}
291,1124,135050,0,1,0,Restaurante la Estrella de Dima,"{street: 'Soledad Sn Arboledas de Soledad', city: 'Soledad', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
292,1018,135043,0,0,0,pizza clasica,"{street: '524 Soledad de Graciano Sanchez', city: 'Soledad', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},"{'Fast_Food', ' Pizzeria'}"
293,1125,135043,1,1,2,pizza clasica,"{street: '524 Soledad de Graciano Sanchez', city: 'Soledad', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},"{'Fast_Food', ' Pizzeria'}"
294,1125,135081,0,0,2,El Club,"{street: 'Mexico 810 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
295,1125,135076,1,1,1,Restaurante Pueblo Bonito,"{street: 'Mexico 2015 Providencia', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
296,1018,135082,2,2,2,la Estrella de Dimas,"{street: 'Villa de Pozos 192 Villa de Pozos', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
297,1125,135050,2,1,1,Restaurante la Estrella de Dima,"{street: 'Soledad Sn Arboledas de Soledad', city: 'Soledad', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
298,1125,135066,1,0,1,Restaurante Guerra,"{street: '20 de Noviembre 1817 Tlaxcala', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
299,1125,135032,1,2,1,Cafeteria y Restaurant El Pacifico,"{street: 'Constitucion 200 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Cafeteria', ' Contemporary'}"
300,1119,134986,2,2,2,Restaurant Las Mananitas,"{street: 'Ricardo Linares 107', city: 'Cuernavaca', state: 'Morelos', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'formal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'any'},{'International'}
301,1119,135021,0,0,0,Subway,"{street: 'Rio Mayo 17 Vista Hermosa', city: 'Cuernavaca', state: 'Morelos', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 't', area: 'closed', other_services: 'none'}",public,{'cash'},{'Fast_Food'}
302,1119,135001,2,2,2,Vips,"{street: 'Emiliano Zapata No. 825 Tlaltenongo', city: 'Cuernavaca', state: 'Morelos', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
303,1125,135042,1,1,1,Restaurant Oriental Express,"{street: 'Tangamanga 7 Tangamanga', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Chinese'}
304,1119,132583,2,2,2,McDonalds Centro,"{street: 'Rayon sn col. Centro', city: 'Cuernavaca', state: 'Morelos', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'informal', accessibility: 'partially', price: 'low', franchise: 't', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' bank_debit_cards'}",{'American'}
305,1125,135063,1,2,1,Restaurante Alhondiga,"{street: 'Alhondiga 62 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
306,1119,132768,2,2,2,Mariscos Tia Licha,"{street: 'avenida salvador montiel', city: 'cuernavaca', state: 'morelos', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'not permitted', dress_code: 'casual', accessibility: 'partially', price: 'medium', franchise: 't', area: 'closed', other_services: 'none'}",none,"{'cash', ' bank_debit_cards'}",{'Family'}
307,1125,135060,1,0,2,Restaurante Marisco Sam,"{street: 'Ignacio Allende 785 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Seafood'}
308,1125,135038,2,2,1,Restaurant la Chalita,"{street: 'Guajardo Sn San Luis Potosi Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
309,1125,135062,1,2,1,Restaurante El Cielo Potosino,"{street: 'Julian de Los Reyes 400 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{}
310,1018,135081,1,1,1,El Club,"{street: 'Mexico 810 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
311,1018,135057,1,1,0,El Herradero Restaurante and Bar,"{street: 'Costado Sur Central Camionera Km 2', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Bar'}
312,1018,135066,1,1,1,Restaurante Guerra,"{street: '20 de Noviembre 1817 Tlaxcala', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
313,1018,135032,1,1,1,Cafeteria y Restaurant El Pacifico,"{street: 'Constitucion 200 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Cafeteria', ' Contemporary'}"
314,1018,135062,0,0,1,Restaurante El Cielo Potosino,"{street: 'Julian de Los Reyes 400 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{}
315,1018,135025,1,1,1,El Rincon de San Francisco,"{street: '1a. de Lozada 1', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Mexican'}
316,1018,135069,0,1,1,Abondance Restaurante Bar,"{street: 'Industrias 908 Valle Dorado', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Bar'}
317,1018,135108,1,0,1,Potzocalli,"{street: 'Carretera Central Sn', city: 'San Luis Potosi', state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
318,1076,135039,2,2,1,Restaurant de Mariscos de Picon,"{street: 'Miguel Barragan 46 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Seafood'}
319,1076,135038,1,2,2,Restaurant la Chalita,"{street: 'Guajardo Sn San Luis Potosi Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
320,1076,135027,0,1,1,Restaurant Orizatlan,"{street: 'Pascual M. Hernandez 240', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Mexican'}
321,1076,135042,2,2,2,Restaurant Oriental Express,"{street: 'Tangamanga 7 Tangamanga', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Chinese'}
322,1022,135040,0,0,0,Restaurant los Compadres,"{street: 'Camino a Simon Diaz 155 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
323,1076,135073,2,1,1,Restaurante Bar El Gallinero,"{street: 'Pascual M. Hernandez 210 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Bar', ' Bar_Pub_Brewery'}"
324,1022,135033,1,1,2,Restaurant El Muladar de Calzada,"{street: 'De Guadalupe 460 San Miguelito', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
325,1022,135025,0,0,0,El Rincon de San Francisco,"{street: '1a. de Lozada 1', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Mexican'}
326,1022,135032,1,1,2,Cafeteria y Restaurant El Pacifico,"{street: 'Constitucion 200 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",public,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Cafeteria', ' Contemporary'}"
327,1022,135057,2,2,2,El Herradero Restaurante and Bar,"{street: 'Costado Sur Central Camionera Km 2', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Bar'}
328,1022,135060,1,1,2,Restaurante Marisco Sam,"{street: 'Ignacio Allende 785 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{'Seafood'}
329,1022,135052,2,2,2,La Cantina Restaurante,"{street: 'Ignacio Aldama 300 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Bar', ' Bar_Pub_Brewery'}"
330,1022,135038,2,1,2,Restaurant la Chalita,"{street: 'Guajardo Sn San Luis Potosi Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
331,1022,135081,0,2,1,El Club,"{street: 'Mexico 810 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{}
332,1022,135045,2,1,1,Restaurante la Gran Via,"{street: 'Venustiano Carranza 560 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'casual', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{}
333,1022,135051,2,1,1,Restaurante Versalles,"{street: 'Francisco I. Madero 145 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
334,1022,135073,2,2,2,Restaurante Bar El Gallinero,"{street: 'Pascual M. Hernandez 210 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}","{'Bar', ' Bar_Pub_Brewery'}"
335,1022,135062,1,2,1,Restaurante El Cielo Potosino,"{street: 'Julian de Los Reyes 400 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{}
336,1022,135063,2,1,2,Restaurante Alhondiga,"{street: 'Alhondiga 62 Centro', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
337,1094,135054,0,0,0,Restaurante y Pescaderia Tampico,"{street: 'Ricardo B. Anaya 2700 Estrella de Oriente', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'high', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard'}",{'Seafood'}
338,1094,135082,0,0,0,la Estrella de Dimas,"{street: 'Villa de Pozos 192 Villa de Pozos', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'cash'},{}
339,1094,135057,0,1,0,El Herradero Restaurante and Bar,"{street: 'Costado Sur Central Camionera Km 2', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}",{'Bar'}
340,1094,135071,0,1,0,Restaurante la Cantina,"{street: 'De La Estrella 2005 Estrella de Oriente', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Full_Bar', smoking_area: 'section', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,"{'cash', ' VISA', ' MasterCard-Eurocard', ' American_Express'}","{'Bar', ' Bar_Pub_Brewery'}"
341,1094,132830,0,1,0,Rincon Huasteco,"{street: , city: , state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
342,1094,135070,0,1,0,Restaurante 75,"{street: 'Villa de Pozos 4497 Villa de Pozos', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'medium', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{}
343,1094,135108,0,1,1,Potzocalli,"{street: 'Carretera Central Sn', city: 'San Luis Potosi', state: , country: 'Mexico'}","{alcohol: 'No_Alcohol_Served', smoking_area: 'none', dress_code: 'informal', accessibility: 'completely', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",none,{'any'},{}
344,1094,135069,0,1,0,Abondance Restaurante Bar,"{street: 'Industrias 908 Valle Dorado', city: 'San Luis Potosi', state: 'SLP', country: 'Mexico'}","{alcohol: 'Wine-Beer', smoking_area: 'none', dress_code: 'informal', accessibility: 'no_accessibility', price: 'low', franchise: 'f', area: 'closed', other_services: 'none'}",yes,{'cash'},{'Bar'}
